MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading
338243227,2024-06-15T18:37:46,37.84339,-122.31437,5.1,269.3,270.0
369225000,2024-06-15T17:59:34,37.92227,-122.41073,0.1,151.0,323.0
368198110,2024-06-15T18:41:29,37.77992,-122.25413,0.5,360.0,511.0
338402907,2024-06-15T18:37:56,37.87065,-122.49945,0.0,360.0,511.0
367108460,2024-06-15T18:38:47,37.92394,-122.37269,0.0,151.6,511.0
367108460,2024-06-15T18:31:47,37.92395,-122.37268,0.0,157.7,511.0
367108460,2024-06-15T17:59:46,37.92395,-122.37269,0.0,279.7,511.0
357994000,2024-06-15T17:59:19,37.72956,-122.33656,0.0,63.4,153.0
338184357,2024-06-15T17:59:46,37.84503,-122.39525,5.4,353.5,511.0
338225389,2024-06-15T17:59:44,37.92474,-122.37374,0.0,360.0,511.0
303943000,2024-06-15T18:30:25,37.74148,-122.36880,0.0,360.0,143.0
367350050,2024-06-15T18:37:55,37.80878,-122.40248,1.9,38.4,511.0
366981360,2024-06-15T18:37:49,37.80906,-122.41117,0.0,360.0,511.0
366975760,2024-06-15T18:38:15,37.80947,-122.41506,0.1,137.4,511.0
367350050,2024-06-15T18:29:33,37.80701,-122.40427,0.0,230.9,511.0
338167897,2024-06-15T18:40:40,37.76577,-122.28272,0.0,360.0,511.0
338390586,2024-06-15T18:30:29,37.78276,-122.26236,0.1,360.0,229.0
338460698,2024-06-15T18:40:41,37.84563,-122.35642,2.4,68.1,511.0
366985310,2024-06-15T18:41:33,37.82547,-122.43875,16.5,311.2,314.0
366976780,2024-06-15T18:40:47,37.82836,-122.42245,7.4,129.8,511.0
367514780,2024-06-15T18:30:08,37.90572,-122.37037,0.0,143.7,511.0
367769720,2024-06-15T18:41:12,37.90913,-122.37919,0.1,16.5,511.0
338231129,2024-06-15T18:00:04,37.91015,-122.35257,4.7,242.2,238.0
366972000,2024-06-15T18:30:11,37.92910,-122.42195,4.2,129.4,129.0
338325903,2024-06-15T18:29:33,37.78343,-122.26672,0.0,360.0,301.0
338369055,2024-06-15T18:29:41,37.79764,-122.49504,5.1,48.6,511.0
338427534,2024-06-15T18:29:48,37.86917,-122.39663,0.2,49.5,327.0
367521060,2024-06-15T18:41:36,37.86187,-122.34386,2.2,304.2,511.0
367769720,2024-06-15T18:38:14,37.90913,-122.37919,0.0,16.5,511.0
368168710,2024-06-15T18:40:50,37.89537,-122.41318,5.3,329.6,511.0
636019145,2024-06-15T18:30:19,37.74006,-122.34947,0.0,64.6,156.0
367027000,2024-06-15T18:40:53,37.86506,-122.49352,0.0,360.0,511.0
367605870,2024-06-15T18:30:22,37.85900,-122.47982,0.0,360.0,511.0
338169735,2024-06-15T18:32:00,37.79285,-122.29632,28.4,85.8,511.0
368052630,2024-06-15T18:32:09,37.82214,-122.46058,9.6,70.5,74.0
477915900,2024-06-15T18:32:19,37.70009,-122.32533,0.0,121.4,155.0
368052630,2024-06-15T18:41:35,37.83058,-122.43206,8.4,68.7,69.0
367417740,2024-06-15T18:38:18,37.83374,-122.42933,7.4,259.0,511.0
367152240,2024-06-15T18:41:21,37.80676,-122.40411,0.0,127.6,511.0
368295000,2024-06-15T18:00:00,37.71213,-122.33820,0.1,284.2,167.0
367770220,2024-06-15T18:31:17,37.80078,-122.33881,6.5,316.2,511.0
366999891,2024-06-15T18:00:02,37.83287,-122.47760,0.1,360.0,511.0
367597620,2024-06-15T18:41:22,37.74051,-122.35824,3.2,332.7,511.0
338424526,2024-06-15T18:41:47,37.89981,-122.41223,5.7,316.4,511.0
368341690,2024-06-15T18:00:01,37.81049,-122.41339,9.6,36.1,37.0
367425230,2024-06-15T18:00:03,37.78143,-122.38651,0.0,164.8,511.0
338396171,2024-06-15T18:38:12,37.86015,-122.48075,0.0,360.0,511.0
368039540,2024-06-15T18:31:34,37.91496,-122.47792,0.0,360.0,511.0
338117512,2024-06-15T18:30:25,37.86409,-122.49128,0.0,0.0,511.0
366864850,2024-06-15T18:32:05,37.81007,-122.41173,0.1,360.0,165.0
368137550,2024-06-15T18:38:22,37.77976,-122.38476,0.0,360.0,511.0
338231129,2024-06-15T18:41:32,37.89472,-122.40407,4.7,222.0,224.0
338190748,2024-06-15T18:38:16,37.90058,-122.42569,7.4,305.2,302.0
368212750,2024-06-15T18:41:46,37.81388,-122.32989,11.3,257.0,511.0
319822000,2024-06-15T18:38:58,37.84835,-122.47455,0.0,185.0,84.0
367671130,2024-06-15T18:30:52,37.86421,-122.48728,0.0,0.0,511.0
368292670,2024-06-15T18:30:55,37.81978,-122.45495,7.1,173.8,147.0
338240611,2024-06-15T18:30:58,37.91206,-122.34689,0.0,59.6,511.0
367404880,2024-06-15T18:38:43,37.78051,-122.38500,0.0,360.0,511.0
367597620,2024-06-15T18:31:51,37.73254,-122.35412,3.8,340.7,511.0
338243303,2024-06-15T18:41:33,37.87103,-122.49603,0.0,360.0,84.0
338219736,2024-06-15T18:38:48,37.79634,-122.38791,4.8,163.7,511.0
303943000,2024-06-15T18:00:05,37.74148,-122.36879,0.0,360.0,143.0
366985310,2024-06-15T18:00:05,37.80942,-122.41227,0.0,69.7,145.0
338419452,2024-06-15T18:30:49,37.87038,-122.49781,0.0,360.0,511.0
338398166,2024-06-15T18:30:50,37.76717,-122.28590,0.0,162.2,511.0
338109287,2024-06-15T18:41:31,37.78095,-122.38714,0.0,190.6,511.0
368059360,2024-06-15T18:41:42,37.80691,-122.44502,0.0,360.0,511.0
367396790,2024-06-15T18:40:44,37.81899,-122.30923,0.0,360.0,172.0
367760340,2024-06-15T18:30:58,37.82886,-122.38256,0.9,351.1,511.0
367776410,2024-06-15T18:31:53,37.81629,-122.37310,0.1,54.8,511.0
338424526,2024-06-15T18:38:47,37.89603,-122.40880,5.4,337.3,511.0
338146074,2024-06-15T18:00:07,37.85236,-122.39478,7.1,350.5,511.0
366975760,2024-06-15T18:30:16,37.80947,-122.41506,0.1,145.3,511.0
366975760,2024-06-15T18:40:36,37.80947,-122.41505,0.0,156.3,511.0
367581220,2024-06-15T18:41:35,37.81904,-122.30888,0.0,244.8,279.0
367108460,2024-06-15T18:30:36,37.92394,-122.37267,0.0,29.5,511.0
368171990,2024-06-15T18:38:12,37.92115,-122.40877,0.0,219.1,143.0
368060960,2024-06-15T18:41:24,37.90836,-122.38347,0.0,303.1,511.0
366961920,2024-06-15T18:41:43,37.79852,-122.39327,3.2,66.3,511.0
477153500,2024-06-15T18:38:55,37.76935,-122.33910,0.0,82.5,161.0
477153500,2024-06-15T18:41:55,37.76935,-122.33906,0.0,53.3,162.0
367533950,2024-06-15T18:41:53,37.91294,-122.35167,0.0,360.0,511.0
338096000,2024-06-15T18:30:09,37.80610,-122.39464,8.0,165.9,511.0
368295000,2024-06-15T18:39:05,37.71219,-122.33841,0.0,284.2,161.0
338398123,2024-06-15T18:41:04,37.91136,-122.34684,0.0,344.3,182.0
338332477,2024-06-15T18:42:09,37.84640,-122.37155,25.3,158.2,511.0
367089490,2024-06-15T18:00:21,37.86023,-122.48308,0.0,187.5,511.0
367305860,2024-06-15T18:31:07,37.86688,-122.49507,0.0,360.0,511.0
338398241,2024-06-15T18:39:11,37.76093,-122.30967,2.2,304.9,511.0
366866080,2024-06-15T18:42:05,37.80692,-122.44287,0.0,360.0,266.0
319822000,2024-06-15T18:41:58,37.84833,-122.47450,0.0,30.3,80.0
368210870,2024-06-15T18:39:25,37.86774,-122.43694,0.1,207.8,511.0
518100257,2024-06-15T18:41:53,37.85732,-122.47697,0.0,59.0,511.0
366999891,2024-06-15T18:41:52,37.83287,-122.47761,0.1,360.0,511.0
367065180,2024-06-15T18:41:52,37.90749,-122.38271,2.2,189.9,511.0
636019145,2024-06-15T18:00:19,37.74000,-122.34951,0.0,224.2,155.0
636019145,2024-06-15T18:39:19,37.74005,-122.34942,0.0,21.6,157.0
338219736,2024-06-15T18:00:19,37.84249,-122.40108,3.6,168.5,511.0
338184357,2024-06-15T18:41:44,37.90315,-122.41811,4.7,331.3,511.0
354162000,2024-06-15T18:31:14,37.79408,-122.29150,0.0,120.6,254.0
366866080,2024-06-15T18:39:04,37.80693,-122.44287,0.0,360.0,264.0
368063440,2024-06-15T18:31:25,37.79445,-122.39101,0.0,232.4,232.0
367178390,2024-06-15T18:41:54,37.83084,-122.39478,12.2,333.5,511.0
338413926,2024-06-15T18:42:02,37.87251,-122.45635,0.6,360.0,511.0
338311357,2024-06-15T18:39:12,37.80613,-122.44691,0.0,360.0,511.0
338117512,2024-06-15T18:39:25,37.86407,-122.49129,0.0,0.0,511.0
366778450,2024-06-15T17:59:59,37.93537,-122.48822,8.7,296.2,298.0
368052630,2024-06-15T18:39:31,37.82917,-122.43794,9.1,77.9,80.0
368250450,2024-06-15T18:39:17,37.78717,-122.27145,0.0,360.0,511.0
338210857,2024-06-15T18:41:46,37.81445,-122.46337,7.3,297.4,511.0
338231129,2024-06-15T18:39:26,37.89638,-122.40228,3.9,224.5,229.0
338469881,2024-06-15T18:42:39,37.91462,-122.42968,6.3,16.2,12.0
338390586,2024-06-15T18:39:32,37.78275,-122.26237,0.0,360.0,231.0
338326777,2024-06-15T18:42:13,37.78047,-122.38599,0.0,360.0,511.0
367369720,2024-06-15T18:00:09,37.90566,-122.37194,0.0,264.6,241.0
368215830,2024-06-15T18:39:18,37.84341,-122.31544,5.2,271.2,511.0
368245070,2024-06-15T17:59:37,37.92388,-122.37265,0.0,360.0,511.0
338243227,2024-06-15T18:41:15,37.84345,-122.32067,5.1,269.6,268.0
303943000,2024-06-15T18:42:24,37.74147,-122.36880,0.0,360.0,143.0
367178390,2024-06-15T18:00:23,37.79196,-122.27633,5.3,289.0,511.0
338181692,2024-06-15T18:00:25,37.81471,-122.43311,2.7,126.2,511.0
367725380,2024-06-15T18:00:58,37.81121,-122.40894,0.1,236.9,511.0
367677130,2024-06-15T18:39:12,37.79218,-122.28457,0.0,305.3,181.0
367535780,2024-06-15T18:00:43,37.78553,-122.26738,0.0,3.5,511.0
366808340,2024-06-15T18:42:19,37.80082,-122.39576,0.0,231.6,54.0
338427531,2024-06-15T18:31:17,37.83778,-122.30983,0.0,360.0,511.0
368183650,2024-06-15T18:31:28,37.89312,-122.40811,5.3,239.0,242.0
338178871,2024-06-15T18:00:47,37.78011,-122.38523,0.0,125.3,511.0
367710920,2024-06-15T18:42:28,37.94252,-122.50450,1.6,24.7,511.0
366969970,2024-06-15T18:31:08,37.94519,-122.50848,3.3,130.0,315.0
367330510,2024-06-15T18:42:01,37.82200,-122.31169,0.1,360.0,292.0
367301480,2024-06-15T18:42:18,37.80264,-122.39803,0.0,187.3,55.0
368166670,2024-06-15T18:42:15,37.85953,-122.48189,0.0,360.0,511.0
338410806,2024-06-15T18:00:12,37.91183,-122.34658,0.3,231.0,511.0
367338290,2024-06-15T18:39:24,37.82666,-122.42076,0.3,172.8,511.0
232014181,2024-06-15T18:00:16,37.87801,-122.50376,2.2,88.9,511.0
338398275,2024-06-15T18:00:27,37.86588,-122.48916,5.6,130.1,511.0
367089490,2024-06-15T18:42:23,37.86021,-122.48309,0.1,187.5,511.0
338165469,2024-06-15T18:39:38,37.85791,-122.40371,5.1,144.0,145.0
367002980,2024-06-15T18:01:11,37.87254,-122.45567,0.1,0.0,511.0
366981360,2024-06-15T18:31:58,37.80906,-122.41117,0.0,360.0,511.0
366778450,2024-06-15T18:41:51,37.88811,-122.43208,41.3,134.6,136.0
367741780,2024-06-15T18:39:45,37.91289,-122.35215,0.0,34.0,355.0
367027000,2024-06-15T18:42:04,37.86506,-122.49352,0.0,360.0,511.0
367027000,2024-06-15T18:39:43,37.86506,-122.49353,0.0,360.0,511.0
636019145,2024-06-15T18:42:19,37.74007,-122.34939,0.0,21.6,158.0
338102084,2024-06-15T18:39:57,37.86478,-122.48992,0.0,205.3,88.0
338322294,2024-06-15T18:00:06,37.79280,-122.29565,5.9,86.5,511.0
367533950,2024-06-15T18:39:33,37.91294,-122.35167,0.0,360.0,511.0
338190748,2024-06-15T18:39:46,37.90216,-122.42824,5.0,311.0,310.0
366864140,2024-06-15T18:42:31,37.81529,-122.44242,9.3,82.4,511.0
367006980,2024-06-15T18:42:12,37.79885,-122.39454,0.0,233.5,511.0
338325903,2024-06-15T18:38:33,37.78342,-122.26672,0.0,360.0,301.0
367770220,2024-06-15T18:38:47,37.81403,-122.34988,8.2,326.5,511.0
367725380,2024-06-15T18:39:57,37.81121,-122.40894,0.1,53.2,511.0
367469070,2024-06-15T18:42:16,37.86829,-122.31493,0.0,0.0,511.0
367469070,2024-06-15T18:39:56,37.86827,-122.31493,0.0,0.0,511.0
338240611,2024-06-15T18:39:57,37.91208,-122.34686,0.0,59.6,511.0
368063440,2024-06-15T18:39:25,37.79450,-122.39100,0.0,232.4,232.0
338125577,2024-06-15T18:42:36,37.89464,-122.41463,5.9,319.6,320.0
338467647,2024-06-15T18:31:07,37.77975,-122.25482,0.0,360.0,511.0
248820000,2024-06-15T18:42:19,37.86477,-122.49096,0.0,169.7,89.0
338143407,2024-06-15T18:42:27,37.78461,-122.38301,5.4,26.8,511.0
367521060,2024-06-15T18:42:38,37.86227,-122.34452,2.3,311.2,511.0
338310414,2024-06-15T18:42:45,37.80578,-122.44542,0.0,103.2,511.0
338434833,2024-06-15T18:42:20,37.90750,-122.38353,0.0,360.0,511.0
338243303,2024-06-15T18:32:34,37.87104,-122.49602,0.0,360.0,84.0
368035410,2024-06-15T18:42:30,37.85909,-122.48133,0.1,191.5,511.0
368053730,2024-06-15T18:01:02,37.92275,-122.44712,31.3,187.1,187.0
367799820,2024-06-15T18:00:26,37.92544,-122.41285,0.0,36.4,143.0
368369320,2024-06-15T18:42:49,37.74939,-122.54272,7.5,175.3,511.0
367671130,2024-06-15T18:42:52,37.85242,-122.47417,7.0,170.9,511.0
338398241,2024-06-15T18:42:11,37.76208,-122.31137,3.9,299.6,511.0
368161020,2024-06-15T18:42:30,37.76614,-122.28615,0.0,179.5,201.0
368243190,2024-06-15T18:39:59,37.77580,-122.24857,0.0,0.0,511.0
367338290,2024-06-15T18:01:11,37.80701,-122.40430,0.1,185.6,511.0
338398166,2024-06-15T18:39:49,37.76717,-122.28592,0.0,162.2,511.0
368060690,2024-06-15T18:40:12,37.91167,-122.34872,0.0,184.3,511.0
368368270,2024-06-15T18:31:49,37.90017,-122.42566,9.8,115.1,112.0
367677130,2024-06-15T18:42:33,37.79218,-122.28460,0.0,227.9,181.0
368243190,2024-06-15T18:43:01,37.77577,-122.24859,0.0,0.0,511.0
338398166,2024-06-15T18:42:50,37.76717,-122.28592,0.0,162.2,511.0
367710920,2024-06-15T18:39:58,37.94260,-122.50466,1.8,22.1,511.0
338146074,2024-06-15T18:40:09,37.90829,-122.42692,6.0,16.4,511.0
367350050,2024-06-15T18:39:34,37.81175,-122.40488,12.6,330.0,511.0
477891200,2024-06-15T18:31:01,37.79393,-122.30719,0.0,168.0,288.0
367521060,2024-06-15T18:40:07,37.86134,-122.34285,2.5,300.2,511.0
367770220,2024-06-15T18:00:17,37.79100,-122.27355,4.4,313.9,511.0
338102084,2024-06-15T18:42:57,37.86481,-122.48994,0.0,205.3,88.0
367781670,2024-06-15T18:39:25,37.86513,-122.31479,0.0,360.0,511.0
367425230,2024-06-15T18:40:04,37.78144,-122.38651,0.0,0.0,511.0
367725380,2024-06-15T18:42:57,37.81123,-122.40894,0.0,44.8,511.0
338494373,2024-06-15T18:42:59,37.73477,-122.31808,0.3,150.8,511.0
338178871,2024-06-15T18:42:47,37.78015,-122.38525,0.0,125.3,511.0
338466599,2024-06-15T18:42:54,37.90753,-122.38366,0.0,360.0,511.0
416465000,2024-06-15T18:31:48,37.81067,-122.32583,0.1,302.0,278.0
368212750,2024-06-15T18:42:57,37.81259,-122.33422,11.3,238.7,511.0
338210857,2024-06-15T18:40:11,37.81432,-122.46098,5.1,200.8,511.0
368063440,2024-06-15T18:32:36,37.79446,-122.39098,0.0,232.4,232.0
368053480,2024-06-15T18:40:17,37.91415,-122.35203,0.0,360.0,511.0
338493781,2024-06-15T18:43:03,37.87251,-122.46235,0.0,0.0,511.0
368198110,2024-06-15T18:01:23,37.77986,-122.25369,0.6,360.0,511.0
368093850,2024-06-15T18:01:17,37.86771,-122.44400,1.3,242.9,511.0
367597620,2024-06-15T18:42:51,37.74174,-122.35892,3.4,336.7,511.0
338456442,2024-06-15T18:39:41,37.78075,-122.38647,0.2,30.0,511.0
338419452,2024-06-15T18:39:48,37.87037,-122.49779,0.0,360.0,511.0
367581220,2024-06-15T18:42:44,37.81903,-122.30887,0.0,244.9,280.0
368198110,2024-06-15T18:42:58,37.77989,-122.25357,1.7,360.0,511.0
338059511,2024-06-15T18:40:25,37.83858,-122.31159,0.4,102.7,511.0
338396171,2024-06-15T18:40:46,37.86014,-122.48078,0.0,360.0,511.0
338481341,2024-06-15T18:40:27,37.90520,-122.38154,7.8,271.0,267.0
338125577,2024-06-15T18:32:35,37.88159,-122.40464,5.0,341.2,334.0
338125577,2024-06-15T18:39:36,37.89093,-122.41100,5.9,323.1,319.0
338493401,2024-06-15T18:39:49,37.81504,-122.46567,5.7,99.3,97.0
338181692,2024-06-15T18:01:26,37.81422,-122.43239,2.7,132.2,511.0
338125577,2024-06-15T18:01:35,37.84191,-122.39719,3.9,354.5,353.0
368203210,2024-06-15T18:01:42,37.91408,-122.35155,0.0,360.0,511.0
338398241,2024-06-15T18:01:39,37.75709,-122.30455,3.8,288.4,511.0
338368401,2024-06-15T18:39:37,37.87076,-122.49788,0.0,40.4,511.0
367770220,2024-06-15T18:42:18,37.82007,-122.35636,8.3,333.1,511.0
338355544,2024-06-15T18:32:53,37.87607,-122.42986,4.0,89.9,511.0
232014181,2024-06-15T18:01:17,37.87786,-122.50306,2.1,124.1,511.0
338427531,2024-06-15T18:01:18,37.83778,-122.30983,0.0,360.0,511.0
368003290,2024-06-15T18:01:27,37.81525,-122.43447,6.5,132.3,511.0
368368270,2024-06-15T18:01:46,37.91246,-122.40801,8.0,296.9,303.0
367006980,2024-06-15T18:43:22,37.79885,-122.39454,0.0,231.8,511.0
368302170,2024-06-15T18:40:00,37.80113,-122.39649,0.3,303.7,53.0
338460698,2024-06-15T18:43:14,37.84650,-122.35453,2.9,37.6,511.0
367396790,2024-06-15T18:41:55,37.81899,-122.30923,0.0,360.0,172.0
367677130,2024-06-15T18:40:13,37.79218,-122.28458,0.0,141.1,181.0
366975760,2024-06-15T18:39:25,37.80946,-122.41506,0.1,153.6,511.0
367002980,2024-06-15T18:32:30,37.86887,-122.43658,6.5,305.1,511.0
366976780,2024-06-15T18:43:07,37.82397,-122.41893,10.4,169.8,511.0
368053730,2024-06-15T18:43:44,37.85094,-122.40273,32.2,0.6,1.0
368003290,2024-06-15T18:43:26,37.78102,-122.38746,0.0,172.0,511.0
367330510,2024-06-15T18:43:10,37.82200,-122.31168,0.1,360.0,292.0
338143254,2024-06-15T18:00:50,37.78099,-122.38593,0.0,326.0,511.0
367305920,2024-06-15T18:01:38,37.82208,-122.31199,0.0,360.0,290.0
369225000,2024-06-15T18:32:34,37.92230,-122.41074,0.1,125.1,323.0
368194460,2024-06-15T18:43:19,37.92588,-122.41326,0.0,216.0,320.0
338210857,2024-06-15T18:43:16,37.81613,-122.46681,8.6,306.6,511.0
338311146,2024-06-15T18:43:21,37.80711,-122.44049,0.0,168.7,511.0
477348300,2024-06-15T18:39:48,37.79583,-122.31448,0.0,107.8,287.0
338429201,2024-06-15T18:43:44,37.83812,-122.31111,0.0,360.0,511.0
366969970,2024-06-15T18:40:34,37.93621,-122.49025,10.1,116.6,117.0
338234208,2024-06-15T18:40:06,37.90554,-122.37950,2.8,274.7,511.0
338096000,2024-06-15T18:40:07,37.78585,-122.38347,8.4,169.0,511.0
477153500,2024-06-15T18:32:55,37.76935,-122.33903,0.0,82.5,165.0
338243227,2024-06-15T18:42:46,37.84332,-122.32337,5.0,274.7,275.0
368320180,2024-06-15T18:43:33,37.86070,-122.40599,5.3,307.0,511.0
368003290,2024-06-15T18:39:56,37.78102,-122.38746,0.1,172.0,511.0
311000112,2024-06-15T18:40:25,37.92595,-122.41437,0.0,342.5,324.0
367152240,2024-06-15T18:43:41,37.80676,-122.40409,0.1,120.4,511.0
338325903,2024-06-15T18:32:34,37.78340,-122.26671,0.0,360.0,300.0
338243227,2024-06-15T18:32:46,37.84269,-122.31012,2.8,28.3,25.0
368246660,2024-06-15T18:40:18,37.86981,-122.49559,0.0,360.0,511.0
368160380,2024-06-15T18:40:07,37.79420,-122.31334,6.6,285.8,511.0
368212750,2024-06-15T18:32:50,37.81948,-122.31566,9.8,43.4,511.0
338427534,2024-06-15T18:32:49,37.86934,-122.39601,0.5,85.1,313.0
367027000,2024-06-15T18:43:13,37.86506,-122.49352,0.0,360.0,511.0
338360063,2024-06-15T18:43:25,37.78825,-122.27409,0.0,360.0,511.0
368340770,2024-06-15T18:40:28,37.76552,-122.28301,0.0,360.0,511.0
338052805,2024-06-15T18:40:30,37.91244,-122.34654,0.1,355.8,511.0
338231129,2024-06-15T18:40:28,37.89555,-122.40315,3.1,209.9,216.0
368341690,2024-06-15T18:02:05,37.81327,-122.40558,11.6,107.2,110.0
338310088,2024-06-15T18:01:47,37.86460,-122.49050,0.0,360.0,511.0
338311146,2024-06-15T18:40:21,37.80711,-122.44050,0.1,168.7,511.0
368292670,2024-06-15T18:32:28,37.81803,-122.45347,5.5,100.4,96.0
338486373,2024-06-15T18:40:39,37.73244,-122.30924,0.2,152.1,511.0
367771580,2024-06-15T18:33:11,37.80686,-122.44510,0.0,360.0,511.0
338229881,2024-06-15T18:02:18,37.86460,-122.49002,0.1,360.0,511.0
368063440,2024-06-15T18:43:32,37.79404,-122.37961,25.8,91.0,87.0
538005771,2024-06-15T18:33:19,37.76984,-122.35131,0.0,230.8,158.0
366778450,2024-06-15T18:01:01,37.93646,-122.49103,8.8,295.3,297.0
366778450,2024-06-15T18:42:53,37.87878,-122.42285,40.6,139.3,139.0
367645480,2024-06-15T18:32:29,37.82010,-122.40444,4.0,335.6,340.0
367710920,2024-06-15T18:32:34,37.94308,-122.50552,1.5,36.9,511.0
367182320,2024-06-15T18:32:33,37.85899,-122.48148,0.0,360.0,511.0
367404880,2024-06-15T18:32:42,37.78051,-122.38500,0.1,360.0,511.0
367310560,2024-06-15T18:40:34,37.81045,-122.40768,5.5,170.8,511.0
368093850,2024-06-15T18:43:28,37.86878,-122.43547,0.0,360.0,511.0
338429201,2024-06-15T18:40:47,37.83814,-122.31111,0.0,360.0,511.0
338413583,2024-06-15T18:32:44,37.89637,-122.42047,6.2,309.8,511.0
338181692,2024-06-15T18:32:56,37.83959,-122.43332,4.4,4.3,511.0
368144290,2024-06-15T18:40:39,37.91792,-122.36444,0.0,24.3,118.0
368126190,2024-06-15T18:33:34,37.91486,-122.36170,0.0,188.5,174.0
367084080,2024-06-15T18:40:48,37.83933,-122.30933,0.0,60.5,511.0
367002980,2024-06-15T18:40:41,37.87255,-122.45568,0.1,0.0,511.0
366969980,2024-06-15T18:02:15,37.86869,-122.43529,0.5,233.4,332.0
367776410,2024-06-15T18:43:23,37.81629,-122.37310,0.0,360.0,511.0
366969980,2024-06-15T18:43:25,37.85294,-122.46950,16.4,112.5,111.0
367776410,2024-06-15T18:02:23,37.81628,-122.37310,0.1,44.6,511.0
338322294,2024-06-15T18:40:30,37.79381,-122.27699,0.0,326.0,511.0
366972000,2024-06-15T18:40:39,37.92339,-122.41610,1.5,147.9,140.0
338398123,2024-06-15T18:01:31,37.91140,-122.34681,0.3,340.7,182.0
368121250,2024-06-15T18:43:06,37.86654,-122.31545,0.3,80.6,511.0
367581220,2024-06-15T18:40:24,37.81900,-122.30889,0.0,249.1,278.0
367581220,2024-06-15T18:33:26,37.81902,-122.30891,0.0,195.3,280.0
367338290,2024-06-15T18:02:20,37.80700,-122.40430,0.0,184.6,511.0
338096706,2024-06-15T18:44:02,37.83902,-122.38909,13.0,134.8,511.0
368215830,2024-06-15T18:33:15,37.84013,-122.31145,3.6,27.8,511.0
303943000,2024-06-15T18:40:55,37.74147,-122.36880,0.0,360.0,143.0
338233491,2024-06-15T18:43:27,37.91252,-122.34700,0.1,291.2,511.0
366961920,2024-06-15T18:40:35,37.79827,-122.39396,0.2,34.0,511.0
367469070,2024-06-15T18:43:26,37.86830,-122.31493,0.0,0.0,511.0
367369720,2024-06-15T18:44:09,37.90566,-122.37195,0.0,347.4,239.0
366985310,2024-06-15T18:02:25,37.80940,-122.41224,0.0,238.6,145.0
368212750,2024-06-15T18:02:19,37.77452,-122.38453,0.1,165.6,511.0
368278830,2024-06-15T18:44:11,37.79232,-122.28350,0.0,201.9,269.0
368212750,2024-06-15T18:44:07,37.81050,-122.33808,11.4,235.1,511.0
319822000,2024-06-15T18:32:57,37.84831,-122.47453,0.0,298.4,76.0
368203210,2024-06-15T18:43:46,37.91407,-122.35154,0.0,360.0,511.0
368135510,2024-06-15T18:43:48,37.81831,-122.54751,6.3,150.6,511.0
366978720,2024-06-15T18:43:51,37.79227,-122.28408,0.0,169.3,267.0
366978720,2024-06-15T18:40:50,37.79227,-122.28407,0.0,150.7,267.0
367677130,2024-06-15T18:43:43,37.79218,-122.28458,0.0,10.8,181.0
368168040,2024-06-15T18:43:40,37.91186,-122.34628,0.0,360.0,511.0
367108460,2024-06-15T18:02:28,37.92394,-122.37269,0.0,73.0,511.0
367330510,2024-06-15T18:02:31,37.82200,-122.31169,0.0,360.0,292.0
368245070,2024-06-15T18:33:01,37.92387,-122.37262,0.0,360.0,511.0
518100257,2024-06-15T18:32:53,37.85732,-122.47697,0.1,31.9,511.0
338181286,2024-06-15T18:43:56,37.86066,-122.48073,0.5,288.2,511.0
368053730,2024-06-15T18:33:06,37.79516,-122.39175,0.0,229.7,233.0
338165469,2024-06-15T18:32:39,37.85981,-122.39400,4.3,272.1,272.0
338326639,2024-06-15T18:33:03,37.90806,-122.38372,0.0,360.0,511.0
338208292,2024-06-15T18:44:21,37.84235,-122.42746,2.4,352.8,511.0
368183650,2024-06-15T18:44:29,37.88144,-122.42165,5.9,213.0,221.0
367776410,2024-06-15T18:44:33,37.81629,-122.37309,0.0,360.0,511.0
366969980,2024-06-15T18:44:27,37.85075,-122.46302,19.6,115.4,112.0
367084080,2024-06-15T18:43:49,37.83932,-122.30933,0.0,60.5,511.0
338125577,2024-06-15T18:44:06,37.89643,-122.41636,5.2,321.3,320.0
538009871,2024-06-15T18:40:48,37.78352,-122.35141,0.0,68.2,158.0
368302170,2024-06-15T18:44:13,37.80114,-122.39649,0.1,115.8,52.0
368302170,2024-06-15T18:41:01,37.80114,-122.39650,0.2,326.4,53.0
367710920,2024-06-15T18:43:59,37.94254,-122.50469,1.1,155.0,511.0
366862670,2024-06-15T18:40:52,37.70017,-122.32560,0.0,117.4,511.0
367710920,2024-06-15T18:40:59,37.94268,-122.50510,1.7,120.2,511.0
367167000,2024-06-15T18:40:05,37.81944,-122.31089,0.0,0.0,278.0
368169920,2024-06-15T18:44:29,37.80895,-122.41778,0.0,360.0,511.0
338465795,2024-06-15T18:44:13,37.91102,-122.38140,0.0,360.0,511.0
369914102,2024-06-15T18:44:20,37.86512,-122.49383,0.0,360.0,511.0
367645480,2024-06-15T18:44:28,37.82907,-122.41096,2.2,348.3,41.0
338227743,2024-06-15T18:41:25,37.78641,-122.26964,0.0,360.0,511.0
338181691,2024-06-15T18:44:27,37.79382,-122.38620,5.7,147.1,147.0
338229881,2024-06-15T18:41:17,37.86461,-122.49003,0.0,360.0,511.0
338390586,2024-06-15T18:33:29,37.78276,-122.26237,0.0,360.0,235.0
338143407,2024-06-15T18:40:59,37.78269,-122.38411,5.0,27.5,511.0
338096000,2024-06-15T18:32:40,37.80102,-122.39243,7.6,159.4,511.0
